,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,
956,0,0,0,0,0,0,0,0,0,0,0,ikigai
957,0,0,1,0,0,0,0,0,1,0,-1,ikigai
958,0,1,0,0,1,0,1,1,0,1,1,ikigai
959,0,1,0,0,1,0,0,0,0,2,2,ikigai
960,0,1,0,0,1,0,1,1,1,1,0,ikigai
961,0,0,0,0,0,0,0,0,0,0,0,ikigai
962,0,0,0,0,0,0,0,0,0,1,1,ikigai
963,0,1,0,0,1,0,0,1,0,1,1,ikigai
964,0,1,0,0,1,0,1,1,0,1,1,ikigai
965,0,0,0,0,0,0,0,0,0,1,1,ikigai
966,0,0,0,0,0,0,0,0,0,0,0,ikigai
967,0,1,0,0,0,0,0,0,0,0,0,ikigai
968,0,1,0,0,1,0,1,1,0,1,1,ikigai
969,0,2,0,0,2,0,0,2,0,2,2,ikigai
970,0,0,0,0,0,0,0,0,0,2,2,ikigai
971,0,2,0,0,2,0,1,2,0,4,4,ikigai
972,0,3,0,0,3,0,0,3,0,4,4,ikigai
973,0,1,0,0,0,0,0,0,0,0,0,ikigai
974,0,1,0,0,1,0,0,1,0,1,1,ikigai
975,1,0,1,1,0,1,0,1,2,0,-2,ikigai
976,0,1,0,0,1,0,0,2,0,2,2,ikigai
977,0,1,0,0,2,0,1,2,0,3,3,ikigai
978,0,0,0,0,0,0,0,0,0,1,1,ikigai
979,0,0,0,0,0,0,0,0,0,1,1,ikigai
980,0,1,0,0,0,0,0,0,0,0,0,ikigai
981,0,2,0,0,0,0,0,0,0,1,1,ikigai
982,0,2,0,0,0,0,1,0,0,3,3,ikigai
983,0,1,0,0,1,0,1,2,0,1,1,ikigai
984,1,2,0,1,2,1,0,2,1,4,3,ikigai
985,1,1,1,1,2,0,0,2,0,2,2,ikigai
986,0,1,0,0,1,0,1,1,0,1,1,ikigai
987,0,0,0,0,0,0,0,0,0,1,1,ikigai
988,0,0,0,0,0,0,0,0,0,1,1,ikigai
989,0,0,0,1,0,1,0,0,1,0,-1,ikigai
990,0,1,0,0,1,0,0,1,0,1,1,ikigai
991,0,0,0,0,0,0,0,1,0,1,1,ikigai
992,0,1,0,0,2,0,0,2,0,2,2,ikigai
993,0,0,0,0,0,0,0,0,0,1,1,ikigai
994,0,1,0,0,1,0,1,2,0,1,1,ikigai
995,0,0,0,0,1,0,0,1,0,1,1,ikigai
996,0,1,1,0,1,1,1,1,1,2,1,ikigai
997,0,2,0,0,1,1,1,1,1,3,2,ikigai
998,0,1,1,0,2,1,1,3,2,2,0,ikigai
999,0,0,0,0,0,0,0,0,0,0,0,ikigai
1000,0,1,0,0,1,0,1,1,0,1,1,ikigai
1001,0,2,1,0,2,0,2,2,0,2,2,ikigai
1002,0,0,0,0,0,0,0,0,0,0,0,ikigai
1003,0,1,0,0,1,0,1,1,0,1,1,ikigai
1004,0,1,0,0,1,0,1,1,0,1,1,ikigai
1005,0,0,0,0,0,0,0,0,0,0,0,ikigai
1006,0,0,0,0,0,0,0,0,0,0,0,ikigai
1007,0,1,0,0,1,0,1,1,0,1,1,ikigai
1008,0,0,0,0,1,0,0,0,0,1,1,ikigai
1009,0,1,0,0,1,0,1,1,0,4,4,ikigai
1010,0,0,0,0,1,0,0,0,0,1,1,ikigai
1011,0,0,0,0,0,0,0,0,0,0,0,ikigai
1012,0,0,0,0,0,0,0,0,0,2,2,ikigai
1013,0,2,0,0,1,0,1,1,0,2,2,ikigai
1014,0,0,0,0,0,0,0,0,0,1,1,ikigai
1015,0,0,0,0,0,0,0,0,0,0,0,ikigai
1016,0,0,0,0,0,0,0,0,0,0,0,ikigai
1017,0,1,0,0,2,0,1,2,0,2,2,ikigai
1018,1,2,1,1,1,2,1,1,2,1,-1,ikigai
1019,0,0,0,0,0,0,0,1,0,2,2,ikigai
1020,0,0,0,0,0,0,0,1,0,1,1,ikigai
1021,0,0,0,0,0,0,0,0,0,0,0,ikigai
1022,0,0,0,0,0,0,0,0,0,1,1,ikigai
1023,0,0,0,0,0,0,0,0,0,0,0,ikigai
1024,0,1,0,0,2,0,0,3,0,4,4,ikigai
1025,0,1,0,0,1,0,1,1,0,1,1,ikigai
1026,0,0,0,0,1,0,0,1,0,1,1,ikigai
1027,0,0,0,0,0,0,0,0,0,0,0,ikigai
1028,0,2,0,0,1,0,1,2,0,2,2,ikigai
1029,0,1,0,0,1,0,1,1,0,1,1,ikigai
1030,0,0,0,0,0,0,0,0,0,0,0,ikigai
1031,0,2,0,0,1,0,0,1,0,1,1,ikigai
1032,0,0,0,0,0,0,0,1,0,2,2,ikigai
1033,0,1,0,0,2,0,1,0,0,2,2,ikigai
1034,0,0,0,0,0,0,0,0,0,0,0,ikigai
1035,0,0,0,0,0,0,0,0,0,0,0,ikigai
1036,0,0,0,0,1,0,0,1,0,1,1,ikigai
1037,0,0,0,0,0,0,0,0,0,1,1,ikigai
1038,0,0,0,0,0,0,0,0,0,0,0,ikigai
1039,0,0,0,0,1,0,1,1,0,2,2,ikigai
1040,0,0,0,0,0,0,0,1,0,1,1,ikigai
1041,0,0,0,0,1,0,0,1,1,2,1,ikigai
1042,0,0,0,1,0,1,0,1,1,1,0,ikigai
1043,0,0,0,0,0,0,0,0,0,0,0,ikigai
1044,0,0,1,0,0,0,0,2,1,1,0,ikigai
1045,0,0,0,0,0,0,0,0,0,0,0,ikigai
1046,0,0,1,0,0,0,0,0,1,1,0,ikigai
1047,0,1,0,0,1,0,1,1,0,2,2,ikigai
1048,0,0,0,0,0,0,0,1,0,1,1,ikigai
1049,0,0,0,0,0,0,0,0,0,0,0,ikigai
1050,0,0,0,0,0,0,0,0,0,0,0,ikigai
1051,0,2,0,0,2,0,1,2,0,2,2,ikigai
1052,0,0,0,0,1,0,0,1,0,1,1,ikigai
1053,0,1,0,0,2,0,1,2,0,2,2,ikigai
1054,0,0,0,0,1,0,1,1,0,1,1,ikigai
1055,0,0,0,0,0,0,0,0,0,0,0,ikigai
1056,0,1,0,0,2,0,1,2,0,2,2,ikigai
1057,0,1,0,0,2,0,1,2,0,2,2,ikigai
1058,0,1,1,1,1,1,1,1,1,1,0,ikigai
1059,0,2,0,0,2,0,1,1,0,2,2,ikigai
1060,0,2,0,0,2,0,1,1,0,3,3,ikigai
1061,0,1,0,0,1,0,1,1,0,2,2,ikigai
1062,0,2,0,0,2,0,2,2,0,3,3,ikigai
1063,0,1,0,0,1,0,0,1,0,1,1,ikigai
1064,0,0,0,0,0,0,0,0,0,0,0,ikigai
1065,0,0,0,0,0,0,0,0,0,0,0,ikigai
1066,0,2,0,0,2,0,1,2,0,2,2,ikigai
1067,0,0,0,0,0,0,0,0,0,1,1,ikigai
1068,0,0,0,0,0,1,0,0,1,0,-1,ikigai
1069,0,0,0,0,0,0,0,0,0,0,0,ikigai
1070,0,0,0,0,0,0,0,0,0,0,0,ikigai
1071,0,0,0,0,0,0,0,0,0,0,0,ikigai
1072,0,0,0,0,0,0,0,0,0,0,0,ikigai
1073,0,0,0,0,0,0,0,0,0,0,0,ikigai
1074,0,1,0,1,1,1,0,0,1,1,0,ikigai
1075,0,0,0,0,1,0,0,0,0,1,1,ikigai
1076,0,0,0,0,0,0,0,0,0,0,0,ikigai
1077,0,0,0,0,0,0,0,0,0,0,0,ikigai
1078,0,0,0,0,0,0,0,0,0,0,0,ikigai
1079,0,0,0,0,0,0,0,0,0,0,0,ikigai
1080,0,0,0,0,1,0,0,0,0,1,1,ikigai
1081,0,0,0,0,0,0,0,1,0,0,0,ikigai
1082,0,3,0,0,4,0,2,2,0,4,4,ikigai
1083,0,0,0,0,0,0,0,1,0,1,1,ikigai
1084,0,1,0,0,1,0,0,1,0,1,1,ikigai
1085,0,0,2,0,0,0,0,0,1,1,0,ikigai
1086,1,0,0,1,0,1,1,0,1,0,-1,ikigai
1087,0,0,0,0,0,0,0,0,0,0,0,ikigai
1088,0,0,0,0,1,0,0,1,0,4,4,ikigai
1089,0,0,0,0,0,0,0,0,0,0,0,ikigai
1090,0,1,0,0,2,0,1,2,0,3,3,ikigai
1091,0,0,0,0,0,0,0,0,0,0,0,ikigai
1092,0,1,0,0,2,0,1,1,0,2,2,ikigai
1093,0,0,0,0,0,0,0,0,0,2,2,ikigai
1094,0,1,0,0,1,1,1,2,0,2,2,ikigai
1095,0,0,0,0,1,0,0,0,0,1,1,ikigai
1096,0,0,0,0,0,0,0,1,0,1,1,ikigai
1097,0,0,0,0,0,0,0,0,0,0,0,ikigai
1098,0,1,0,0,1,0,1,1,0,1,1,ikigai
1099,0,0,0,0,0,0,0,0,0,0,0,ikigai
1100,1,1,0,0,1,0,1,1,1,1,0,ikigai
1101,0,1,0,0,1,0,1,1,0,2,2,ikigai
1102,0,0,0,0,0,0,0,0,0,0,0,ikigai
1103,0,1,0,0,1,0,1,1,0,1,1,ikigai
1104,0,0,0,0,0,0,0,0,0,1,1,ikigai
1105,0,0,0,0,0,0,0,0,0,0,0,ikigai
1106,0,0,0,1,0,1,0,0,1,0,-1,ikigai
1107,0,1,0,0,0,0,0,0,0,0,0,ikigai
1108,0,0,0,0,1,0,1,1,0,2,2,ikigai
1109,0,0,0,0,0,0,0,0,0,2,2,ikigai
1110,0,3,0,0,1,0,1,1,0,2,2,ikigai
1111,0,1,0,0,1,0,1,1,0,1,1,ikigai
1112,0,0,0,0,0,0,0,0,0,0,0,ikigai
1113,0,0,0,0,0,0,0,0,0,0,0,ikigai
1114,1,1,0,1,1,0,1,1,1,1,0,ikigai
1115,0,0,0,0,0,0,0,0,0,0,0,ikigai
1116,0,0,0,0,0,0,0,0,0,0,0,ikigai
1117,0,0,0,0,0,0,0,0,0,0,0,ikigai
1118,0,1,0,0,0,0,0,1,1,2,1,ikigai
1119,0,1,0,0,1,0,1,1,0,1,1,ikigai
1120,0,0,0,0,1,0,0,1,0,1,1,ikigai
1121,0,0,0,0,0,0,0,0,0,0,0,ikigai
1122,0,0,0,0,0,0,0,0,0,1,1,ikigai
1123,0,0,0,0,0,0,0,0,0,0,0,ikigai
1124,0,0,0,0,0,0,0,0,0,0,0,ikigai
1125,0,1,0,0,1,0,1,1,0,1,1,ikigai
1126,0,1,0,0,1,0,1,1,0,1,1,ikigai
1127,0,0,0,0,0,0,0,0,1,1,0,ikigai
1128,0,0,0,0,0,0,0,0,0,0,0,ikigai
1129,0,0,0,1,0,0,0,0,0,0,0,ikigai
1130,1,0,1,0,0,1,0,0,1,0,-1,ikigai
1131,0,0,0,0,0,0,0,1,0,0,0,ikigai
1132,0,1,0,0,1,0,1,1,0,1,1,ikigai
1133,0,0,0,0,0,0,0,0,0,0,0,ikigai
1134,0,0,0,0,1,0,0,0,0,1,1,ikigai
1135,1,2,1,1,1,1,1,0,1,1,0,ikigai
1136,0,1,0,0,1,0,1,1,1,1,0,ikigai
1137,0,0,0,0,0,0,0,0,0,0,0,ikigai
1138,0,1,0,0,1,0,1,1,0,1,1,ikigai
1139,0,0,0,0,0,0,0,0,0,0,0,ikigai
1140,0,2,0,0,1,0,1,1,0,1,1,ikigai
1141,0,0,0,0,0,0,0,0,0,0,0,ikigai
1142,0,0,0,0,0,0,0,0,0,0,0,ikigai
1143,0,0,0,0,0,0,0,0,0,0,0,ikigai
1144,0,1,0,0,0,0,0,0,1,1,0,ikigai
1145,0,0,0,0,0,0,0,0,0,0,0,ikigai
1146,0,0,0,0,0,0,0,0,0,0,0,ikigai
1147,0,0,0,0,0,0,0,0,0,0,0,ikigai
1148,0,0,0,0,0,0,0,0,0,0,0,ikigai
1149,0,0,0,0,0,0,0,0,0,0,0,ikigai
1150,0,1,0,0,1,0,1,1,0,1,1,ikigai
1151,0,1,0,0,1,1,1,1,0,1,1,ikigai
1152,0,2,0,0,2,0,0,1,0,2,2,ikigai
1153,0,0,0,0,0,0,0,0,0,1,1,ikigai
1154,0,0,0,0,0,0,0,0,0,0,0,ikigai
1155,0,0,0,0,0,0,0,0,0,1,1,ikigai
1156,0,0,0,0,0,0,0,0,0,1,1,ikigai
1157,0,0,0,0,0,0,0,0,0,0,0,ikigai
1158,1,0,1,1,0,1,0,0,1,0,-1,ikigai
1159,0,1,0,0,1,0,1,1,0,1,1,ikigai
1160,0,1,0,0,0,0,0,0,2,1,-1,ikigai
1161,0,0,0,0,0,0,0,0,0,0,0,ikigai
1162,0,0,0,0,2,0,0,1,0,2,2,ikigai
1163,0,1,0,0,1,0,1,1,0,1,1,ikigai
1164,0,1,0,0,1,0,1,1,0,2,2,ikigai
1165,0,1,0,0,1,0,0,1,0,2,2,ikigai
1166,0,1,0,0,1,0,1,1,0,1,1,ikigai
1167,0,1,0,0,1,0,1,1,1,1,0,ikigai
1168,1,4,1,1,4,1,3,5,1,6,5,ikigai
1169,0,0,0,0,0,0,0,0,0,0,0,ikigai
1170,0,0,0,0,0,0,0,0,0,0,0,ikigai
1171,0,0,0,0,0,0,0,0,0,1,1,ikigai
1172,0,1,0,0,1,0,1,1,0,1,1,ikigai
1173,0,0,0,0,0,0,0,1,1,1,0,ikigai
1174,0,1,0,0,1,0,1,1,0,1,1,ikigai
1175,0,1,0,1,1,0,1,1,0,1,1,ikigai
1176,0,1,0,0,1,0,1,1,0,1,1,ikigai
1177,0,0,0,0,0,0,0,0,0,0,0,ikigai
1178,1,0,1,0,0,1,0,0,1,1,0,ikigai
1179,0,1,0,0,1,0,1,1,0,1,1,ikigai
1180,0,1,0,0,1,0,1,1,0,2,2,ikigai
1181,0,1,0,0,4,0,1,2,0,6,6,ikigai
1182,0,0,0,0,0,0,0,0,0,0,0,ikigai
1183,0,0,0,0,0,0,0,0,0,0,0,ikigai
1184,0,0,0,0,0,0,0,0,0,0,0,ikigai
1185,0,0,0,0,0,0,0,0,0,0,0,ikigai
1186,0,0,0,0,1,0,0,0,0,1,1,ikigai
1187,0,0,0,0,0,0,0,0,0,0,0,ikigai
1188,0,0,0,0,0,0,0,1,0,0,0,ikigai
1189,0,0,0,0,1,0,0,1,0,1,1,ikigai
1190,0,0,0,0,0,0,0,0,0,0,0,ikigai
1191,0,0,0,0,0,1,0,0,1,0,-1,ikigai
1192,0,2,0,0,1,0,1,1,0,1,1,ikigai
1193,0,0,0,0,0,0,0,0,0,0,0,ikigai
1194,0,0,0,0,1,0,0,1,0,1,1,ikigai
1195,0,0,0,0,2,0,0,1,0,2,2,ikigai
1196,0,0,0,1,0,0,0,0,0,0,0,ikigai
1197,0,0,0,0,0,0,0,0,0,0,0,ikigai
1198,0,0,0,0,0,0,0,0,0,0,0,ikigai
1199,0,1,0,0,1,0,1,1,0,1,1,ikigai
1200,0,0,0,0,0,0,0,0,0,0,0,ikigai
1201,0,1,0,0,1,0,1,1,0,1,1,ikigai
1202,0,1,0,0,1,0,0,1,0,3,3,ikigai
1203,0,0,0,0,1,0,0,2,2,3,1,ikigai
1204,0,0,0,0,0,0,0,0,0,0,0,ikigai
1205,0,0,0,0,0,0,0,1,0,0,0,ikigai
1206,0,1,0,0,1,0,1,1,0,1,1,ikigai
1207,0,0,0,0,0,0,0,1,0,1,1,ikigai
1208,0,0,0,0,1,0,1,1,0,1,1,ikigai
1209,0,0,0,0,0,0,0,0,0,0,0,ikigai
1210,0,0,0,1,2,0,0,1,0,2,2,ikigai
1211,0,0,0,0,1,0,0,0,0,1,1,ikigai
1212,0,0,0,0,1,0,0,0,0,1,1,ikigai
1213,0,0,0,0,0,0,0,0,1,1,0,ikigai
1214,0,0,0,0,0,0,0,0,0,0,0,ikigai
1215,0,0,0,0,0,0,0,0,0,0,0,ikigai
1216,0,1,0,0,1,0,1,2,0,2,2,ikigai
1217,0,1,0,0,1,0,1,1,0,1,1,ikigai
1218,0,0,0,0,0,0,0,0,0,0,0,ikigai
1219,0,0,0,0,2,0,0,1,1,2,1,ikigai
1220,0,1,0,0,1,0,0,2,0,2,2,ikigai
1221,0,0,0,0,0,0,0,0,0,0,0,ikigai
1222,0,1,0,0,1,0,1,1,0,1,1,ikigai
1223,0,0,1,0,0,0,0,1,1,1,0,ikigai
1224,0,1,0,0,1,0,1,1,0,1,1,ikigai
1225,0,0,0,0,0,0,0,0,0,0,0,ikigai
1226,0,0,0,0,0,0,0,0,0,0,0,ikigai
1227,0,3,0,0,4,0,1,3,1,4,3,ikigai
1228,0,1,0,0,1,0,1,1,1,1,0,ikigai
1229,1,0,1,0,0,0,0,0,1,1,0,ikigai
1230,0,2,0,0,1,0,1,1,0,2,2,ikigai
1231,0,0,0,0,0,0,0,1,0,1,1,ikigai
1232,0,0,0,0,1,0,1,0,0,1,1,ikigai
1233,0,0,0,0,0,0,0,0,0,0,0,ikigai
1234,0,0,0,0,0,0,0,0,0,1,1,ikigai
1235,0,0,0,0,0,0,0,0,0,0,0,ikigai
1236,0,0,0,0,1,0,1,2,0,2,2,ikigai
1237,0,0,0,0,0,0,0,0,0,1,1,ikigai
1238,0,0,0,0,0,0,0,0,0,0,0,ikigai
1239,0,0,0,0,0,0,0,0,0,0,0,ikigai
1240,0,0,0,0,0,0,0,0,0,0,0,ikigai
1241,0,0,0,0,1,0,0,0,0,1,1,ikigai
1242,0,0,0,0,0,0,0,0,0,0,0,ikigai
1243,0,1,0,0,1,0,1,1,0,1,1,ikigai
1244,0,0,0,0,0,0,0,1,0,1,1,ikigai
1245,0,0,0,0,0,0,0,0,0,1,1,ikigai
1246,0,0,0,0,0,0,0,0,0,1,1,ikigai
1247,0,0,0,0,0,0,0,0,1,0,-1,ikigai
1248,0,0,0,0,1,0,0,1,0,1,1,ikigai
1249,0,0,0,0,0,0,0,0,0,0,0,ikigai
1250,0,1,0,0,1,0,1,1,0,1,1,ikigai
1251,0,1,0,0,1,0,1,1,0,2,2,ikigai
1252,0,1,0,0,1,0,1,1,0,1,1,ikigai
1253,0,0,0,0,0,0,0,0,0,0,0,ikigai
1254,0,0,0,0,0,0,0,0,0,0,0,ikigai
1255,0,0,0,0,0,0,0,0,0,0,0,ikigai
1256,0,0,0,0,1,0,0,2,0,2,2,ikigai
1257,0,1,0,0,1,0,1,1,0,2,2,ikigai
1258,1,1,0,0,1,0,1,1,0,1,1,ikigai
1259,0,0,0,0,0,0,0,0,0,0,0,ikigai
1260,0,3,2,0,3,1,2,1,2,3,1,ikigai
1261,0,1,0,0,1,0,1,2,0,1,1,ikigai
1262,0,0,0,0,0,0,0,0,0,0,0,ikigai
1263,0,1,0,0,1,0,0,1,0,1,1,ikigai
1264,0,1,0,0,1,0,0,1,0,4,4,ikigai
1265,0,0,0,0,1,0,0,0,0,1,1,ikigai
1266,0,1,0,0,1,0,1,1,0,1,1,ikigai
1267,0,1,0,0,1,0,1,1,0,1,1,ikigai
1268,0,1,0,0,1,0,1,1,0,1,1,ikigai
1269,1,1,1,0,1,1,1,1,1,1,0,ikigai
1270,0,0,0,0,0,0,0,1,0,0,0,ikigai
1271,0,2,0,0,2,0,1,2,0,3,3,ikigai
1272,0,0,0,0,0,0,0,0,0,0,0,ikigai
1273,0,0,0,0,1,0,0,1,0,1,1,ikigai
1274,0,0,0,0,0,0,0,0,0,0,0,ikigai
1275,0,1,0,0,0,0,0,0,0,0,0,ikigai
1276,0,0,0,0,0,0,0,0,0,1,1,ikigai
1277,0,1,0,0,1,0,1,1,0,1,1,ikigai
1278,0,1,0,0,1,0,1,1,0,1,1,ikigai
1279,0,0,0,0,0,0,0,0,0,1,1,ikigai
1280,0,1,0,0,1,0,1,1,0,1,1,ikigai
1281,0,0,0,0,0,0,0,0,0,0,0,ikigai
1282,0,0,0,0,0,0,0,0,0,0,0,ikigai
1283,0,0,0,0,0,0,0,0,0,0,0,ikigai
1284,0,0,0,0,0,0,0,0,0,0,0,ikigai
1285,0,0,0,0,1,0,1,1,0,1,1,ikigai
1286,0,0,0,0,0,0,0,0,0,0,0,ikigai
1287,0,0,0,0,0,0,0,0,0,0,0,ikigai
1288,0,0,0,0,0,0,0,0,0,0,0,ikigai
1289,0,1,0,0,1,0,1,1,0,1,1,ikigai
1290,0,1,0,0,1,0,1,1,0,1,1,ikigai
1291,0,0,0,0,0,0,0,0,0,0,0,ikigai
1292,0,0,0,0,0,0,0,0,0,0,0,ikigai
1293,0,0,0,0,0,0,0,0,0,0,0,ikigai
1294,0,1,0,0,1,0,1,1,0,1,1,ikigai
1295,0,1,0,0,1,0,1,1,0,1,1,ikigai
1296,0,0,0,0,0,0,0,0,0,0,0,ikigai
1297,0,1,0,0,1,0,0,1,1,2,1,ikigai
1298,0,2,0,0,2,0,2,3,1,2,1,ikigai
1299,0,1,0,0,2,0,1,2,0,3,3,ikigai
1300,0,0,0,0,0,0,0,0,0,0,0,ikigai
1301,0,0,0,0,0,0,0,0,0,0,0,ikigai
1302,0,0,0,0,0,0,0,0,0,0,0,ikigai
1303,0,1,0,0,1,0,1,1,0,1,1,ikigai
1304,0,1,0,0,1,0,1,1,0,1,1,ikigai
1305,0,0,0,0,0,0,0,0,0,0,0,ikigai
1306,0,0,0,0,0,0,0,0,0,0,0,ikigai
1307,0,0,0,0,0,0,0,0,0,0,0,ikigai
1308,0,0,0,0,1,0,0,0,0,2,2,ikigai
1309,0,0,0,0,0,0,0,0,0,0,0,ikigai
1310,0,0,0,0,0,0,0,0,0,0,0,ikigai
1311,0,0,0,0,1,0,0,1,0,1,1,ikigai
1312,0,1,0,0,1,0,1,1,0,1,1,ikigai
1313,0,0,0,0,0,0,0,0,0,0,0,ikigai
1314,0,0,0,0,1,0,0,1,0,1,1,ikigai
1315,0,0,0,0,0,0,0,1,0,1,1,ikigai
1316,0,1,0,0,1,0,1,1,0,1,1,ikigai
1317,0,1,0,0,1,0,1,1,0,1,1,ikigai
1318,0,0,0,0,0,0,0,0,0,0,0,ikigai
1319,0,2,0,0,1,0,0,1,0,3,3,ikigai
1320,0,0,0,0,0,0,0,0,0,0,0,ikigai
1321,0,0,0,0,0,0,0,0,0,2,2,ikigai
1322,0,1,0,0,1,0,1,1,0,1,1,ikigai
1323,0,0,0,0,0,0,0,0,0,0,0,ikigai
1324,0,0,0,0,0,0,0,0,0,1,1,ikigai
1325,0,0,0,0,1,0,0,1,0,2,2,ikigai
1326,0,0,0,0,0,0,0,0,0,0,0,ikigai
1327,0,2,0,0,1,0,1,1,0,2,2,ikigai
1328,0,0,0,0,0,0,0,0,0,0,0,ikigai
1329,0,0,0,0,0,0,0,0,0,0,0,ikigai
1330,0,1,1,0,0,0,0,0,1,0,-1,ikigai
1331,0,0,1,0,1,0,0,2,1,1,0,ikigai
1332,0,0,0,0,0,0,0,0,1,0,-1,ikigai
1333,0,0,0,0,0,0,0,0,0,0,0,ikigai
1334,0,1,0,0,1,0,1,1,0,1,1,ikigai
1335,0,0,0,0,0,0,0,0,0,0,0,ikigai
1336,0,0,0,0,0,0,0,0,0,0,0,ikigai
1337,0,0,0,0,0,0,0,0,0,0,0,ikigai
1338,0,0,0,0,0,0,0,0,0,1,1,ikigai
1339,0,1,0,0,1,0,1,1,0,1,1,ikigai
1340,0,0,0,0,0,0,0,0,0,0,0,ikigai
1341,0,1,0,0,1,0,1,1,0,1,1,ikigai
1342,0,2,0,0,2,0,2,2,0,2,2,ikigai
1343,0,1,0,0,1,0,1,1,0,1,1,ikigai
1344,0,0,0,0,0,0,0,0,0,0,0,ikigai
1345,0,1,0,0,1,0,1,1,0,2,2,ikigai
1346,0,2,0,0,2,1,1,3,0,3,3,ikigai
1347,0,0,0,0,2,0,0,1,0,2,2,ikigai
1348,0,0,0,0,0,0,0,0,0,0,0,ikigai
1349,0,0,0,0,0,0,0,0,0,0,0,ikigai
1350,0,0,0,0,0,0,0,0,0,0,0,ikigai
1351,0,0,0,0,1,0,0,0,0,2,2,ikigai
1352,1,1,0,0,1,0,1,1,0,2,2,ikigai
1353,0,1,0,0,1,0,0,1,0,2,2,ikigai
1354,0,0,0,0,0,0,0,0,0,0,0,ikigai
1355,0,0,0,0,0,0,0,0,0,0,0,ikigai
1356,0,0,0,0,0,0,0,0,0,2,2,ikigai
1357,0,0,0,0,0,0,0,0,0,0,0,ikigai
1358,0,1,0,0,1,0,1,1,0,1,1,ikigai
1359,0,0,0,0,0,0,0,0,0,0,0,ikigai
1360,0,0,0,0,0,1,0,0,1,0,-1,ikigai
1361,0,0,0,0,0,0,0,0,0,0,0,ikigai
1362,0,0,0,0,0,0,0,1,0,1,1,ikigai
1363,0,0,0,0,1,0,0,0,0,1,1,ikigai
1364,0,1,0,0,1,0,1,1,0,1,1,ikigai
1365,0,0,0,0,0,0,0,0,0,0,0,ikigai
1366,0,0,0,0,0,0,0,0,0,0,0,ikigai
1367,0,0,0,0,0,0,0,0,0,0,0,ikigai
1368,0,0,0,0,0,0,0,0,0,2,2,ikigai
1369,0,0,0,0,1,0,0,0,0,2,2,ikigai
1370,0,0,0,0,0,0,0,0,0,0,0,ikigai
1371,0,0,0,0,0,0,0,0,0,0,0,ikigai
1372,0,0,0,0,1,0,1,1,0,1,1,ikigai
1373,0,2,0,0,1,0,1,1,0,2,2,ikigai
1374,0,1,0,0,1,0,1,1,0,3,3,ikigai
1375,0,0,0,0,0,0,0,0,0,0,0,ikigai
1376,0,0,0,0,0,0,0,0,0,0,0,ikigai
1377,0,0,0,0,2,0,0,1,0,2,2,ikigai
1378,0,0,0,0,0,0,0,1,0,1,1,ikigai
1379,0,0,0,0,0,0,0,0,0,0,0,ikigai
1380,0,1,0,0,1,0,1,1,0,1,1,ikigai
1381,0,0,0,0,0,0,0,0,0,0,0,ikigai
1382,0,1,0,0,0,0,0,0,1,1,0,ikigai
1383,0,0,0,0,0,0,0,0,0,0,0,ikigai
1384,0,0,0,0,0,0,0,0,0,0,0,ikigai
1385,0,1,0,0,1,0,0,1,0,1,1,ikigai
1386,0,1,0,0,1,0,1,1,0,1,1,ikigai
1387,0,0,0,0,0,0,0,0,0,0,0,ikigai
1388,0,1,0,0,1,0,1,1,0,1,1,ikigai
1389,0,0,0,0,0,0,0,0,0,0,0,ikigai
1390,0,0,0,0,0,0,0,0,0,1,1,ikigai
1391,0,0,0,0,0,0,0,0,0,0,0,ikigai
1392,0,0,0,0,0,0,0,0,0,0,0,ikigai
1393,0,0,0,0,0,0,0,0,0,0,0,ikigai
1394,0,0,0,0,0,0,0,0,0,0,0,ikigai
1395,0,0,0,0,1,0,0,1,0,1,1,ikigai
1396,0,1,0,0,1,0,1,1,0,1,1,ikigai
1397,0,0,0,0,0,0,0,0,0,0,0,ikigai
1398,0,1,0,0,1,0,1,2,0,1,1,ikigai
1399,0,0,0,0,0,0,0,0,0,0,0,ikigai
1400,0,0,0,0,0,0,0,0,0,2,2,ikigai
1401,0,0,0,0,1,0,0,0,0,1,1,ikigai
1402,0,0,0,0,0,0,0,0,0,0,0,ikigai
1403,0,0,0,0,0,0,0,0,0,0,0,ikigai
1404,0,0,0,0,0,0,0,0,0,0,0,ikigai
1405,0,1,0,0,1,0,1,1,0,1,1,ikigai
1406,1,1,1,0,1,1,0,1,1,1,0,ikigai
1407,0,1,0,0,1,1,1,1,0,1,1,ikigai
1408,0,0,0,0,1,0,0,1,0,1,1,ikigai
1409,0,0,0,0,0,1,0,0,1,0,-1,ikigai
1410,0,0,0,0,0,0,0,0,0,0,0,ikigai
1411,0,0,0,0,0,0,0,0,0,2,2,ikigai
1412,0,0,0,0,0,0,0,0,0,0,0,ikigai
1413,0,0,0,0,0,0,0,0,0,0,0,ikigai
1414,0,0,0,0,0,0,0,0,0,0,0,ikigai
1415,0,0,0,0,0,0,0,0,0,0,0,ikigai
1416,0,0,0,0,0,0,0,1,0,1,1,ikigai
1417,0,1,0,0,1,0,1,1,0,1,1,ikigai
1418,0,0,0,0,0,0,0,0,0,0,0,ikigai
1419,0,0,0,0,0,0,0,0,0,0,0,ikigai
1420,0,1,1,1,1,1,0,1,2,1,-1,ikigai
1421,0,0,0,0,0,0,0,0,0,1,1,ikigai
